,id,owner_1_score,RATE_owner_1,CAP_AMOUNT_owner_1,PERCENT_OWN_owner_1,owner_2_score,RATE_owner_2,CAP_AMOUNT_owner_2,PERCENT_OWN_owner_2,owner_3_score,RATE_owner_3,CAP_AMOUNT_owner_3,PERCENT_OWN_owner_3,years_in_business,RATE_ID_FOR_years_in_business,fsr,RATE_ID_FOR_fsr,location,RATE_ID_FOR_location,funded_last_30,RATE_ID_FOR_funded_last_30,judgement_lien_percent,RATE_ID_FOR_judgement_lien_percent,INPUT_VALUE_ID_FOR_judgement_lien_amount,RATE_ID_FOR_judgement_lien_amount,INPUT_VALUE_ID_FOR_judgement_lien_time,RATE_ID_FOR_judgement_lien_time,INPUT_VALUE_ID_FOR_num_negative_days,RATE_ID_FOR_num_negative_days,INPUT_VALUE_ID_FOR_num_deposits,RATE_ID_FOR_num_deposits,INPUT_VALUE_ID_FOR_monthly_gross,RATE_ID_FOR_monthly_gross,INPUT_VALUE_ID_FOR_average_ledger,RATE_ID_FOR_average_ledger,INPUT_VALUE_ID_FOR_fc_margin,RATE_ID_FOR_fc_margin,INPUT_VALUE_ID_FOR_tax_lien_amount,RATE_ID_FOR_tax_lien_amount,INPUT_VALUE_ID_FOR_tax_lien_percent,RATE_ID_FOR_tax_lien_percent,INPUT_VALUE_ID_FOR_tax_lien_count,RATE_ID_FOR_tax_lien_count,INPUT_VALUE_ID_FOR_current_position,RATE_ID_FOR_current_position,INPUT_VALUE_ID_FOR_avg_net_deposits,RATE_ID_FOR_avg_net_deposits,INPUT_VALUE_ID_FOR_industry_type,RATE_ID_FOR_industry_type,INPUT_VALUE_owner_4,RATE_owner_4,CAP_AMOUNT_owner_4,PERCENT_OWN_owner_4,deal_application_thread_id,completion_status
23,105,600.0,A,150000.0,0.0,,,,0.0,,,,0.0,11.12,A,75.0,A,BRICK,A,N,,0.0,A,0.0,A,,,1.6666666666667,B,81.222222222222,A,135836.44444444,A,16430.172222222,A,0.12,A,0.0,A,0.0,A,0.0,A,2.0,C,135836.44444444,,,,,,,,88.0,Paid in full
1639,6868,598.0,B,100000.0,100.0,,,,,,,,,6.75,A,92.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,32.25,A,153910.6925,A,65517.5,A,0.43,A,0.0,A,0.0,A,0.0,A,1.0,A,153910.6925,,preferred,,598.0,B,100000.0,100.0,4538.0,Paid in full
573,3421,623.0,A,150000.0,100.0,,,,,,,,,4.83,A,85.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,56.0,A,68113.333333333,A,3257.3333333333,A,0.05,A,0.0,A,0.0,A,0.0,A,2.0,C,68113.333333333,,preferred,,623.0,A,150000.0,100.0,3550.0,Paid in full
1637,6723,683.0,A,150000.0,100.0,,,,,,,,,11.81,A,89.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,683.0,A,150000.0,100.0,5981.0,Paid off with renewal
1874,7374,691.0,A,150000.0,100.0,,,,,,,,,4.36,A,73.0,,Verified,A,N,,0.0,A,0.0,A,,,1.6666666666667,B,101.33333333333,A,152190.33333333,A,19114.333333333,A,0.13,A,0.0,A,0.0,A,0.0,A,1.0,A,152190.33333333,,preferred,,691.0,A,150000.0,100.0,6407.0,Paid in full
899,4753,519.0,C,35000.0,100.0,,,,,,,,,0.98,C,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,519.0,C,35000.0,100.0,4604.0,Paid in full
1745,7200,616.0,A,150000.0,100.0,,,,,,,,,9.24,A,91.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,616.0,A,150000.0,100.0,6333.0,Paid via discounted payoff
845,6175,568.0,B,100000.0,100.0,,,,,,,,,3.29,A,86.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,568.0,B,100000.0,100.0,5521.0,Paid in full
1187,2583,664.0,A,150000.0,100.0,,,,,,,,,4.39,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,5.5,R,85741.5,A,26285.5,A,0.31,A,0.0,A,0.0,A,0.0,A,1.0,A,85741.5,,standard,,664.0,A,150000.0,100.0,2630.0,Paid in full
1836,7122,505.0,C,35000.0,100.0,,,,,,,,,7.07,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.66666666666667,A,23.333333333333,A,109106.0,A,7333.3333333333,A,0.07,A,0.0,A,0.0,A,0.0,A,1.0,A,109106.0,,preferred,,505.0,C,35000.0,100.0,1977.0,Paid off with renewal
1002,5868,625.0,A,150000.0,100.0,,,,,,,,,1.65,B,80.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,625.0,A,150000.0,100.0,5299.0,Paid in full
924,5065,610.0,A,150000.0,100.0,,,,,,,,,3.58,A,76.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,610.0,A,150000.0,100.0,4729.0,Paid in full
700,3703,544.0,C,35000.0,100.0,,,,,,,,,4.94,A,18.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,544.0,C,35000.0,100.0,3792.0,Default
1510,4714,626.0,A,150000.0,100.0,,,,,,,,,1.11,B,14.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,187.75,A,43057.3125,A,16057.0,A,0.37,A,0.0,A,0.0,A,0.0,A,1.0,A,43057.3125,,preferred,,626.0,A,150000.0,100.0,4514.0,Default
1161,1690,534.0,C,35000.0,50.0,,,,,,,,,2.82,A,3.0,,Verified,A,N,,0.0,A,0.0,A,,,0.66666666666667,A,4.6666666666667,R,10621.666666667,D,680.33333333333,D,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,10621.666666667,,standard,,534.0,C,35000.0,50.0,1700.0,Default
615,4559,712.0,A,150000.0,100.0,,,,,,,,,28.91,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,50.0,A,45533.6725,A,5000.0,A,0.11,A,0.0,A,0.0,A,0.0,A,2.0,C,45533.6725,,preferred,,712.0,A,150000.0,100.0,4431.0,Paid off with renewal
997,5574,738.0,A,150000.0,100.0,,,,,,,,,2.68,A,16.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,9.3333333333333,R,114088.92666667,A,20737.186666667,A,0.18,A,0.0,A,0.0,A,0.0,A,0.0,A,114088.92666667,,capped,,738.0,A,150000.0,100.0,5033.0,Default
78,470,508.0,C,35000.0,100.0,,,,,,,,,2.58,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,31.4,A,0.0,D,6073.302,A,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,508.0,C,35000.0,100.0,319.0,Paid in full
179,1021,664.0,A,150000.0,100.0,,,,,,,,,5.46,A,73.0,,Home,A,N,,0.0,A,0.0,A,,,0.2,A,24.6,A,23280.8,A,2171.2,A,0.09,A,0.0,A,0.0,A,0.0,A,1.0,A,23280.8,,preferred,,664.0,A,150000.0,100.0,875.0,Paid in full
654,4879,561.0,B,100000.0,100.0,,,,,,,,,16.88,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,561.0,B,100000.0,100.0,4654.0,Paid in full
1792,8234,663.0,A,150000.0,100.0,,,,,,,,,7.1,A,5.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,663.0,A,150000.0,100.0,7093.0,Default
916,4892,606.0,A,150000.0,100.0,,,,,,,,,9.42,A,79.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,66.75,A,54014.945,A,856.61,D,0.02,A,0.0,A,0.0,A,0.0,A,0.0,A,54014.945,,preferred,,606.0,A,150000.0,100.0,4615.0,Default
1620,5154,574.0,B,100000.0,100.0,,,,,,,,,14.98,A,80.0,,Verified,A,N,,0.0,A,0.0,A,,,0.5,A,22.5,A,57474.25,A,6064.25,A,0.11,A,0.0,A,0.0,A,0.0,A,1.0,A,57474.25,,preferred,,574.0,B,100000.0,100.0,2503.0,Paid off with renewal
1867,9260,610.0,B,100000.0,100.0,,,,,,,,,10.29,A,40.0,,Verified,A,N,,0.0,A,0.0,A,,,1.75,B,74.75,A,68308.76,A,4043.585,A,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,68308.76,,standard,,610.0,B,100000.0,100.0,7766.0,Default
1144,2738,718.0,A,150000.0,100.0,,,,,,,,,26.87,A,,,Verified,A,N,,3.951,B,7500.0,A,,,0.5,A,61.75,A,189827.0,A,6774.5,A,0.04,A,0.0,A,0.0,A,0.0,A,1.0,A,189827.0,,capped,,718.0,A,150000.0,100.0,2846.0,Default
1156,2280,745.0,A,150000.0,75.0,631.0,A,150000.0,25.0,,,,,1.4,B,6.0,,Home,A,N,,0.0,A,0.0,A,,,5.25,D,79.75,A,47358.7575,A,3442.3375,A,0.07,A,0.0,A,0.0,A,0.0,A,1.0,A,47358.7575,,preferred,,716.0,A,150000.0,100.0,2365.0,Paid in full
616,4560,712.0,A,150000.0,100.0,,,,,,,,,28.91,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,50.0,A,45533.6725,A,5000.0,A,0.11,A,0.0,A,0.0,A,0.0,A,1.0,A,45533.6725,,preferred,,712.0,A,150000.0,100.0,4431.0,Paid off with renewal
1307,4499,705.0,A,150000.0,100.0,,,,,,,,,8.98,A,93.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,705.0,A,150000.0,100.0,4425.0,Default
1586,6467,506.0,C,35000.0,100.0,,,,,,,,,2.24,A,39.0,,Verified,A,N,,0.0,A,0.0,A,,,0.25,A,7.75,R,500593.25,A,23497.5,A,0.05,A,0.0,A,0.0,A,0.0,A,0.0,A,500593.25,,capped,,506.0,C,35000.0,100.0,5713.0,Paid in full
121,819,621.0,A,150000.0,100.0,,,,,,,,,2.95,A,15.0,,Verified,A,N,,0.0,A,0.0,A,,,1.25,B,0.0,R,100110.25,A,1501.0,A,0.01,A,0.0,A,0.0,A,0.0,A,2.0,C,100110.25,,standard,,621.0,A,150000.0,100.0,640.0,Paid in full
72,336,650.0,A,150000.0,100.0,,,,,,,,,14.24,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,89.333333333333,A,70982.64,A,1905.1966666667,A,0.03,A,0.0,A,0.0,A,0.0,A,1.0,A,70982.64,,preferred,,650.0,A,150000.0,100.0,287.0,Paid off with renewal
860,6232,762.0,A,150000.0,100.0,,,,,,,,,3.74,A,47.0,,Home,A,N,,0.0,A,0.0,A,,,0.125,A,11.75,A,129457.0,A,25519.125,A,0.2,A,0.0,A,0.0,A,0.0,A,1.0,A,129457.0,,preferred,,762.0,A,150000.0,100.0,5297.0,Paid in full
483,3147,650.0,A,150000.0,100.0,,,,,,,,,2.91,A,40.0,,Verified,A,N,,0.0,A,0.0,A,,,3.25,C,8.0,R,36531.96,A,4337.5625,A,0.12,A,0.0,A,0.0,A,0.0,A,0.0,A,36531.96,,preferred,,650.0,A,150000.0,100.0,3286.0,Paid in full
1316,3428,682.0,A,150000.0,100.0,,,,,,,,,2.27,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,1.0,A,33.666666666667,A,85084.436666667,A,5608.0533333333,A,0.07,A,0.0,A,0.0,A,0.0,A,0.0,A,85084.436666667,,preferred,,682.0,A,150000.0,100.0,3536.0,Paid in full
511,2947,539.0,C,35000.0,100.0,,,,,,,,,12.92,A,3.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,539.0,C,35000.0,100.0,3056.0,Paid off with renewal
1555,4529,500.0,C,35000.0,100.0,,,,,,,,,6.98,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,1.0,A,23.75,A,103631.675,A,5852.5125,A,0.06,A,0.0,A,0.0,A,0.0,A,2.0,C,103631.675,,preferred,,500.0,C,35000.0,100.0,4468.0,Default
1921,8224,747.0,A,150000.0,100.0,,,,,,,,,14.94,A,18.0,,Verified,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,20.0,A,269757.66666667,A,30000.0,A,0.11,A,0.0,A,0.0,A,0.0,A,1.0,A,269757.66666667,,preferred,,747.0,A,150000.0,100.0,5366.0,Paid in full
1201,2736,718.0,A,150000.0,100.0,,,,,,,,,26.87,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.5,A,61.75,A,189827.0,A,6774.5,A,0.04,A,0.0,A,0.0,A,0.0,A,1.0,A,189827.0,,capped,,718.0,A,150000.0,100.0,2846.0,Default
761,5063,606.0,A,150000.0,100.0,,,,,,,,,2.08,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,16.75,A,53039.8175,A,7671.5,A,0.14,A,0.0,A,0.0,A,0.0,A,1.0,A,53039.8175,,preferred,,606.0,A,150000.0,100.0,4642.0,Paid off with renewal
520,3701,544.0,C,35000.0,100.0,,,,,,,,,4.94,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,544.0,C,35000.0,100.0,3792.0,Default
1083,8619,673.0,A,150000.0,100.0,,,,,,,,,2.67,A,41.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,673.0,A,150000.0,100.0,7352.0,Default
1743,7044,738.0,A,150000.0,100.0,,,,,,,,,2.72,A,16.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,4.0,R,96609.54,A,18030.222857143,A,0.19,A,0.0,A,0.0,A,0.0,A,1.0,A,96609.54,,capped,,738.0,A,150000.0,100.0,5033.0,Default
800,5129,705.0,A,150000.0,100.0,,,,,,,,,12.57,A,87.0,,Home,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,47.666666666667,A,362951.03333333,A,27505.866666667,A,0.08,A,0.0,A,0.0,A,0.0,A,0.0,A,362951.03333333,,preferred,,705.0,A,150000.0,100.0,4743.0,Paid in full
1355,4513,600.0,A,150000.0,51.0,647.0,A,150000.0,49.0,,,,,4.81,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,58886.666666667,A,2500.0,A,0.04,A,0.0,A,0.0,A,0.0,A,2.0,C,58886.666666667,,preferred,,623.0,A,150000.0,100.0,4443.0,Default
1821,8200,573.0,C,35000.0,100.0,,,,,,,,,11.43,A,18.0,,Unknown,,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,573.0,C,35000.0,100.0,7085.0,Paid in full
907,5099,705.0,A,150000.0,100.0,,,,,,,,,12.57,A,87.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,705.0,A,150000.0,100.0,4743.0,Paid in full
1553,4523,705.0,A,150000.0,100.0,,,,,,,,,8.98,A,93.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,6.6666666666667,R,44666.666666667,A,3000.0,A,0.07,A,0.0,A,0.0,A,0.0,A,1.0,A,44666.666666667,,preferred,,705.0,A,150000.0,100.0,4425.0,Default
872,6249,488.0,D,0.0,100.0,,,,,,,,,5.44,A,4.0,,Verified,A,N,,0.0,A,0.0,A,,,0.25,A,14.0,A,76942.5,A,6579.0,A,0.09,A,0.0,A,0.0,A,0.0,A,0.0,A,76942.5,,preferred,,488.0,D,0.0,100.0,5529.0,Paid in full
1846,7554,691.0,A,150000.0,100.0,,,,,,,,,4.36,A,73.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,80.0,A,91464.666666667,A,13682.833333333,A,0.15,A,0.0,A,0.0,A,0.0,A,0.0,A,91464.666666667,,preferred,,691.0,A,150000.0,100.0,6407.0,Paid in full
1382,4250,566.0,B,100000.0,100.0,,,,,,,,,2.0,A,10.0,,Verified,A,N,,0.0,A,0.0,A,,,4.3333333333333,D,45.666666666667,A,133851.66666667,A,6227.3333333333,A,0.05,A,0.0,A,0.0,A,0.0,A,0.0,A,133851.66666667,,preferred,,566.0,B,100000.0,100.0,3997.0,Default
1722,6505,561.0,B,100000.0,50.0,9002.0,R,,50.0,,,,,5.88,A,74.0,,Home,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,64.0,A,23972.0,A,1325.3333333333,A,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,23972.0,,preferred,,4781.0,R,,100.0,5641.0,Paid off with renewal
1461,4890,609.0,A,150000.0,100.0,,,,,,,,,4.95,A,4.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,87.666666666667,A,113406.495,A,52849.666666667,A,0.47,A,0.0,A,0.0,A,0.0,A,1.0,A,113406.495,,preferred,,609.0,A,150000.0,100.0,4618.0,Paid in full
1605,4507,600.0,A,150000.0,51.0,647.0,A,150000.0,49.0,,,,,4.81,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,623.0,A,150000.0,100.0,4443.0,Default
1323,3656,509.0,C,35000.0,100.0,,,,,,,,,11.56,A,27.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,509.0,C,35000.0,100.0,3750.0,Paid off with renewal
982,6242,568.0,B,100000.0,100.0,,,,,,,,,3.42,A,86.0,,Verified,A,N,,0.0,A,0.0,A,,,0.14285714285714,A,19.714285714286,A,86904.428571429,A,19131.857142857,A,0.22,A,0.0,A,0.0,A,0.0,A,1.0,A,86904.428571429,,preferred,,568.0,B,100000.0,100.0,5521.0,Paid in full
1441,3575,549.0,C,35000.0,100.0,,,,,,,,,5.94,A,5.0,,Verified,A,N,,0.0,A,0.0,A,,,3.75,C,19.75,A,34639.01,A,3396.0275,A,0.1,A,0.0,A,0.0,A,0.0,A,0.0,A,34639.01,,preferred,,549.0,C,35000.0,100.0,3666.0,Paid in full
216,1152,652.0,A,150000.0,100.0,,,,,,,,,5.6,A,16.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,652.0,A,150000.0,100.0,1103.0,Paid in full
1750,7572,591.0,B,100000.0,100.0,,,,,,,,,4.15,A,86.0,,Verified,A,N,,0.0,A,0.0,A,,,6.4166666666667,D,4.4166666666667,C,76605.583333333,A,24038.833333333,A,0.31,A,0.0,A,0.0,A,0.0,A,0.0,A,76605.583333333,,capped,,591.0,B,100000.0,100.0,6445.0,Paid in full
840,5386,774.0,A,150000.0,100.0,,,,,,,,,17.02,A,69.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,774.0,A,150000.0,100.0,4924.0,Default
1519,5001,561.0,B,100000.0,100.0,,,,,,,,,16.88,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,39.666666666667,A,14164.5,A,6299.1333333333,A,0.44,A,0.0,A,0.0,A,0.0,A,1.0,A,14164.5,,preferred,,561.0,B,100000.0,100.0,4654.0,Paid in full
822,4486,590.0,B,100000.0,100.0,,,,,,,,,0.03,D,6.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,17.666666666667,A,81951.5,A,13550.076666667,A,0.17,A,0.0,A,0.0,A,0.0,A,1.0,A,81951.5,,preferred,,590.0,B,100000.0,100.0,4410.0,Paid in full
1641,5397,624.0,A,150000.0,100.0,,,,,,,,,0.93,C,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,27.75,A,13692.5,A,2994.75,A,0.22,A,0.0,A,0.0,A,0.0,A,1.0,A,13692.5,,preferred,,624.0,A,150000.0,100.0,4933.0,Paid off with renewal
1988,10661,662.0,A,150000.0,100.0,,,,,,,,,5.83,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,37.0,A,58078.0,A,21559.5,A,0.37,A,0.0,A,0.0,A,0.0,A,1.0,A,58078.0,,preferred,,662.0,A,150000.0,100.0,8732.0,Paid in full
325,1794,640.0,A,150000.0,,,,,,,,,,3.41,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,10.666666666667,R,53213.333333333,A,9476.22,A,0.18,A,0.0,A,0.0,A,0.0,A,0.0,A,53213.333333333,,preferred,,0.0,,,0.0,1843.0,Default
828,4854,611.0,A,150000.0,100.0,,,,,,,,,32.18,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,611.0,A,150000.0,100.0,4622.0,Paid off with renewal
139,766,651.0,A,150000.0,100.0,,,,,,,,,4.12,A,34.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,8.6666666666667,R,30049.666666667,A,6310.6666666667,A,0.21,A,0.0,A,0.0,A,0.0,A,1.0,A,30049.666666667,,preferred,,651.0,A,150000.0,100.0,598.0,Default
271,1287,580.0,B,100000.0,,,,,,,,,,,,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,0.0,,,0.0,1219.0,Paid off with renewal
147,940,744.0,A,150000.0,90.0,,,,,,,,,4.2,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,125.0,A,102433.25,A,12222.5,A,0.12,A,0.0,A,0.0,A,0.0,A,1.0,A,102433.25,,capped,,744.0,A,150000.0,90.0,811.0,Paid in full
580,3134,649.0,A,150000.0,100.0,,,,,,,,,18.93,A,70.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,11.5,A,53664.67,A,11488.5,A,0.21,A,0.0,A,0.0,A,0.0,A,1.0,A,53664.67,,preferred,,649.0,A,150000.0,100.0,3266.0,Paid in full
1763,7414,692.0,A,150000.0,100.0,,,,,,,,,42.1,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,692.0,A,150000.0,100.0,6485.0,Default
1003,5937,623.0,A,150000.0,100.0,,,,,,,,,27.38,A,57.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,623.0,A,150000.0,100.0,5348.0,Default
999,5533,599.0,B,100000.0,100.0,,,,,,,,,10.59,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,2.8333333333333,C,9.5,R,21274.916666667,A,2580.5,A,0.12,A,0.0,A,0.0,A,0.0,A,1.0,A,21274.916666667,,standard,,599.0,B,100000.0,100.0,5017.0,Paid in full
1756,6792,602.0,A,150000.0,100.0,,,,,,,,,5.64,A,29.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,24.666666666667,A,15947.666666667,A,3111.6666666667,A,0.2,A,0.0,A,0.0,A,0.0,A,0.0,A,15947.666666667,,preferred,,602.0,A,150000.0,100.0,5972.0,Paid off with renewal
1053,7044,738.0,A,150000.0,100.0,,,,,,,,,2.72,A,16.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,4.0,R,96609.54,A,18030.222857143,A,0.19,A,0.0,A,0.0,A,0.0,A,1.0,A,96609.54,,capped,,738.0,A,150000.0,100.0,5033.0,Default
883,5587,479.0,D,0.0,50.0,596.0,B,100000.0,50.0,,,,,3.6,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,27.5,A,51259.0075,A,2750.0,A,0.05,A,0.0,A,0.0,A,0.0,A,1.0,A,51259.0075,,preferred,,537.0,C,35000.0,100.0,5028.0,Paid in full
936,6196,488.0,D,0.0,100.0,,,,,,,,,5.44,A,4.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,488.0,D,0.0,100.0,5529.0,Paid in full
946,6546,650.0,A,150000.0,100.0,,,,,,,,,14.56,A,27.0,,Verified,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,79.5,A,76781.333333333,A,4050.3333333333,A,0.05,A,0.0,A,0.0,A,0.0,A,2.0,C,76781.333333333,,preferred,,650.0,A,150000.0,100.0,5871.0,Paid in full
1358,4528,500.0,C,35000.0,100.0,,,,,,,,,6.98,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,1.0,A,23.75,A,103631.675,A,5852.5125,A,0.06,A,0.0,A,0.0,A,0.0,A,0.0,A,103631.675,,preferred,,500.0,C,35000.0,100.0,4468.0,Default
754,5053,655.0,A,150000.0,100.0,,,,,,,,,3.65,A,69.0,,Verified,A,N,,0.0,A,0.0,A,,,3.0,C,146.0,A,128530.32666667,A,8777.2666666667,A,0.07,A,0.0,A,0.0,A,0.0,A,1.0,A,128530.32666667,,preferred,,655.0,A,150000.0,100.0,4666.0,Paid in full
1195,2150,448.0,D,0.0,50.0,487.0,D,0.0,50.0,,,,,6.67,A,19.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,467.0,D,0.0,100.0,2193.0,Paid off with renewal
1464,5055,655.0,A,150000.0,100.0,,,,,,,,,3.65,A,69.0,,Verified,A,N,,0.0,A,0.0,A,,,3.0,C,146.0,A,124271.66,A,8777.2666666667,A,0.07,A,0.0,A,0.0,A,0.0,A,2.0,C,124271.66,,preferred,,655.0,A,150000.0,100.0,4666.0,Paid in full
445,2157,620.0,A,150000.0,100.0,,,,,,,,,8.28,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,130000.0,A,8000.0,A,0.06,A,0.0,A,0.0,A,0.0,A,2.0,C,130000.0,,preferred,,620.0,A,150000.0,100.0,2234.0,Paid off with renewal
1220,3547,595.0,B,100000.0,100.0,,,,,,,,,1.82,B,6.0,,Verified,A,N,,0.0,A,0.0,A,,,2.6666666666667,C,51.333333333333,A,21287.333333333,A,3424.0,A,0.16,A,0.0,A,0.0,A,0.0,A,1.0,A,21287.333333333,,preferred,,595.0,B,100000.0,100.0,3561.0,Paid in full
